FALSE,Year Makes: 96 Models: 675,Nickname,Ordinal,Year,Makes: 96,Models: 675,Access Type,DLC Pack,Special Reward/Gift,Direct Access,Rarity,FE Boost,Featured Sale Deadline,Car Value,Car Division,Spec,PI,Class,S,B,H,A,L,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire/RRim,R Tire/RRim,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FM Debut,FH5 Debut,Forza Debut,Latest game,New to Forza,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,2018 Subaru WRX STI ARX Supercar,Subaru ST ARX,3241,2018,Subaru,WRX STI ARX Supercar,DLC Autoshow,FH5 Hot Wheels,HW mission,,Common,,,"500,000",Rally Monsters,Race,849,S1,5.4,6.0,6.0,7.8,2.2,7.9,600,479,2820,4.70,51,1994,T,Flat,4,F,AWD,,240,Both,Adjustable,"415, 330, 493(34k)",none,eng,Asia,Japan,,,4,L,4,,,1.912,5.000,,150.5,92.8,230.7,1.18,1.32,3.088,13323,,19-Jul-22,19-Jul-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2016 Subaru #199 WRX STI VT15R Rally Car,#199 Subaru WRX,,2016,Subaru,#199 WRX STI VT15R Rally Car,,,,,Legendary,,,"300,000",Rally Monsters,Race,762,A,5.9,8.0,7.7,8.8,10.0,,330,480,2900,8.79,60,1994,T,Flat,4,F,AWD,,215,no,Rally lights,"330, 415, 493",none,no,Asia,Japan,Impreza,,4,L,4,,,3.473,10.465,12.017,136.1,139.6,326.6,1.05,1.19,6.992,12648,,,13-Dec-16,FH4,FH3,,,FH4,FM7,DLC,,,,,,,,,3,XBO,0
FALSE,"2016 Subaru #199 WRX STI VT15R Rally Car ""Welcome Pack""",#199 WRX WP,,2016,Subaru,"#199 WRX STI VT15R Rally Car ""Welcome Pack""",DLC store,,,,Legendary,,,"300,000",Rally Monsters,Upgraded,800,A,6.1,7.7,7.3,9.2,10.0,,366,328,2900,7.92,56,1994,T,Flat,4,F,AWD,,215,no,Rally lights,"415, 493",none,no,Asia,Japan,,,4,L,4,,,3.515,10.500,,150.0,136.3,327.0,1.03,1.11,6.985,13151,,,28-Jul-20,FH4,FH4,,,DLC,,,,,,,,,,,1,XBO,0
FALSE,2016 Subaru #75 WRX STI VT15R Rally Car,#75 Subaru WRX,,2016,Subaru,#75 WRX STI VT15R Rally Car,,,,,,,,,Forza Group Rally,Livery,668,A,6.1,5.4,5.6,7.9,9.7,,330,480,2900,8.79,60,1994,T,Flat,4,F,AWD,,215,,,none,,no,Asia,Japan,Impreza,,4,L,4,,EvI,3.500,9.000,12.017,161.8,128.5,309.1,1.21,1.27,5.500,12657,,,12-Jan-17,FM7,FH3,,,,FM7,cu,,,,,,,,,2,XBO,0
FALSE,2016 Subaru WRX STI F&F Edition,Subaru WRX FF,,2016,Subaru,WRX STI F&F Edition,,,,,,,,,Fast & Furious,Tuner,699,A,7.3,5.0,5.1,8.5,,,475,450,3420,7.20,56,,T,Flat,4,F,AWD,,265,,,"355, 415",none,eng,Asia,Japan,Impreza,,4,L,4,,,3.777,9.078,10.933,200.7,130.9,316.5,1.15,1.15,5.301,12831,,,29-Sep-17,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,2015 Subaru Team Forza WRX STI,,,2015,Subaru,Team Forza WRX STI,DLC promo,,,,,,,,BOTH Rally Day Heroes and Ultimate SpoCom,Livery,,,5.8,4.8,4.8,7.2,,,310,295,3386,10.92,59,,T,Flat,4,F,AWD,,,,,,,no,Asia,Japan,,,4,L,4,,,4.800,12.600,,167.0,124.1,309.7,1.10,1.10,7.800,12307,,,10-Sep-15,FM6,FM6,,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2018 SUBARU #1 Adrian Flux SUBARU Racing Levorg GT,SUBARU #1 Levorg,3272,2018,SUBARU,#1 Adrian Flux SUBARU Racing Levorg GT,Buy Cars DLC,FM Race Day,Gift w/DLC,,,,,"260,000",Forza Touring Cars,Race,673,A,3.1,5.4,5.5,3.7,,,350,295,2778,7.94,50,2000,T,Flat,4,F,RWD,265/R,265/R18,,Adjustable,none,none,,Asia,Japan,,,5,L,4,,,4.178,13.000,9.381,161.5,91.4,230.6,1.36,1.50,8.822,13416,05-Oct-23,,05-Oct-23,FM,FM,DLC,,,,,,,,,,,,,1,XBO,1
FALSE,2015 SUBARU WRX STI,SUBARU WRX '15,2168,2015,SUBARU,WRX STI,Buy Cars Base,,,,Common,,,"74,000",Modern Sport Compact,Factory,507,B,3.6,2.5,2.6,3.1,,,305,290,3386,11.10,59,2457,T,Flat,4,F,AWD,245/40R18,245/40R18,Both,,"375, 394I, 415, 565, 630",none,eng,Asia,Japan,SUBARU Impreza,,4,L,4,,"AWW, ?WW",4.817,12.618,12.800,165.5,130.9,335.1,0.93,0.94,7.801,12208,05-Oct-23,05-Nov-21,03-Mar-15,FM,FH2,FM,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,7,XBO,1
FALSE,2013 Subaru BRZ F&F Edition,Subaru BRZ FF,,2013,Subaru,BRZ F&F Edition,,,,,,,,,Fast & Furious,Tuner,682,A,7.2,5.3,5.6,8.5,,,400,406,2625,6.56,55,,T,Flat,4,F,RWD,,295,,,"415, 562",none,eng,Asia,Japan,,,2,L,4,,,4.200,9.220,11.850,191.3,123.8,311.4,1.24,1.24,5.020,12832,,,29-Sep-17,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,2013 Subaru BRZ Forza Edition,Suburu BRZ FE,,2013,Subaru,BRZ Forza Edition,,,,,,,,,Sport Compact,Upgraded,519,B,6.0,5.3,5.4,7.0,,,242,180,2497,10.32,55,,NA,Flat,4,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,6.321,16.422,,156.3,126.9,314.2,1.20,1.21,10.101,12833,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,2013 Subaru BRZ Horizon Edition,,,2013,Subaru,BRZ Horizon Edition,,,,,,,,,Asian Sports Cars,Upgraded,713,A,5.8,7.3,7.1,6.5,7.0,,197,151,2764,14.03,55,1998,NA,Flat,4,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,TC,,,,,,,,,.000,12617,,,23-Sep-16,FH3,FH3,,,,,HE,,,,,,,,,1,XBO,0
FALSE,2013 SUBARU BRZ,SUBARU BRZ '13,1655,2013,SUBARU,BRZ,Buy Cars Base,,,,Common,,,"38,000",Modern Sport Compact,Factory,354,D,2.0,2.1,2.4,2.2,,,197,151,2764,14.03,55,1998,NA,Flat,4,F,RWD,215/45R17,215/45R17,Both,,"250, 276, 305, 394I, 415, 475, 562, 565, 630","T, CS",stock,Asia,Japan,Toyota 86,,2,L,4,,DD,6.300,16.400,14.633,153.5,151.5,375.5,0.91,0.90,10.100,12003,05-Oct-23,05-Nov-21,05-Feb-13,FM,FH1,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,DLC,,,,,9,XBO,1
FALSE,2010 Subaru Legacy B4 2.5 GT,,,2010,Subaru,Legacy B4 2.5 GT,,,,,,,,,Sedan,Factory,462,B,,,,,,,282,258,3263,11.57,,,,,4,F,AWD,,,,,,,,Asia,Japan,,,4,R,4,,,5.600,,,171.5,,,,,,11648,,,08-Jun-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2011 SUBARU WRX STI ,SUBARU WRX '11,1323,2011,SUBARU,WRX STI ,Buy Cars Base,,,,Rare,,,"67,000",Modern Sport Compact,Factory,473,C,3.7,2.2,2.3,2.8,,,305,290,3384,11.10,58,2457,T,Flat,4,F,AWD,245/40R18,245/40R18,Both,,"305, 375, 394I, 415, 565, 630",none,eng,Asia,Japan,SUBARU Impreza,,4,L,4,,"AWW, ?WW",5.500,14.200,13.800,165.5,131.3,337.8,0.93,0.94,8.700,11728,05-Oct-23,05-Nov-21,13-Oct-11,FM,FM4,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,DLC,,,,10,XBO,1
FALSE,2006 Subaru Impreza S204,,,2006,Subaru,Impreza S204,DLC promo,,,,,,,,Sedan,Factory,508,A,,,,,,,317,319,3197,10.09,,,,,4,F,AWD,,,,,,,,Asia,Japan,,,4,R,4,,,4.415,,,164.5,,,,,,11361,,,29-May-07,FM4,FM2,,,,,,,,,,Uni,Uni,DLC,,3,360,0
FALSE,2008 SUBARU IMPREZA WRX STI,SUBARU WRX '08,1060,2008,SUBARU,IMPREZA WRX STI,Buy Cars Base,,,,Rare,,,"69,000",Modern Sport Compact,Factory,476,C,3.0,2.3,2.3,3.1,,,305,335,3395,11.13,58,2457,T,Flat,4,F,AWD,245/40R18,245/40R18,no,,"375, 394I, 415, 565, 630",none,eng,Asia,Japan,SUBARU Impreza,,4,L,4,,"AWW, ?WW",5.000,12.600,13.500,157.1,132.8,337.3,0.92,0.93,7.600,11576,05-Oct-23,05-Nov-21,27-Oct-09,FM,FM3,FM,FH5,FH4,FM7,FH3,FM6,FH2,DLC,,FM4,FM3,,,10,XBO,1
FALSE,2005 Subaru Legacy B4 2.0 GT,Subaru Legacy,,2005,Subaru,Legacy B4 2.0 GT,,,,,,,,,Sport Compact Icons,Factory,461,C,6.3,4.2,4.4,7.0,,,276,253,3153,11.42,57,1994,T,Flat,4,F,AWD,,,,,,,eng,Asia,Japan,,,4,R,4,,,5.042,13.941,13.665,168.1,136.8,332.6,1.05,1.01,8.899,11363,,,29-May-07,FM7,FM2,,,,FM7,,,,,,FM4,FM3,FM2,,4,XBO,0
FALSE,2005 Subaru Legacy Traffic,,,2005,Subaru,Legacy Traffic,Horizon Promo,,,,,,,,,Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12619,,,23-Sep-16,FH5,FH3,,HP,,,HP,,,,,,,,,2,XBO,0
FALSE,2005 SUBARU IMPREZA WRX STi,SUBARU WRX '05,365,2005,SUBARU,IMPREZA WRX STi,Buy Cars Base,FM Update 10,,,Common,,,"76,000",Modern Sport Compact,Factory,503,B,3.5,2.2,2.4,3.3,3.2,5.7,276,311,3219,11.66,58,1994,T,Flat,4,F,AWD,235/R17,235/R17,Both,"Rally Lights/Hood, Aftermarket","305, 375, 394I, 415, 565, 630",none,eng,Asia,Japan,SUBARU Impreza,,4,R,4,,"IMC, AWW, ?WW",4.500,12.100,13.000,164.4,107.2,277.0,1.09,1.06,7.600,11362,31-Jul-24,05-Nov-21,29-May-07,FM,FM2,S,FH5,FH4,FM7,FH3,FM6,FH2,FM5,DLC,FM4,FM3,FM2,,12,XBO,1
FALSE,2004 Subaru Impreza WRX STi Spec-C,,,2004,Subaru,Impreza WRX STi Spec-C,,,,,,,,,,Factory,,A4,,,,,,,,,,#DIV/0!,,,,,,F,AWD,,,,,,,,Asia,Japan,,,4,R,4,,,,,,,,,,,.000,11195,,,03-May-05,FM1,FM1,,,,,,,,,,,,0,FM1,2,360,0
FALSE,2003 Subaru #77 Cusco Subaru Advan Impreza,,,2003,Subaru,#77 Cusco Subaru Advan Impreza,,,,,,,,,SGT300,Race,737,R3,,,,,,,335,291,2535,7.57,,,,,4,F,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,3.764,,,175.3,,,,,,11191,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1999 Subaru Impreza 2.5RS Coupe,,,1999,Subaru,Impreza 2.5RS Coupe,,,,,,,,,,Factory,,D4,,,,,,,,,,#DIV/0!,,,,,,F,AWD,,,,,,,,Asia,Japan,,,2,L,4,,,,,,,,,,,.000,11192,,,03-May-05,FM1,FM1,,,,,,,,,,,,,FM1,1,360,0
FALSE,1998 Subaru Impreza 22B STi Forza Edition,,,1998,Subaru,Impreza 22B STi Forza Edition,,,,,,,,,Showroom Rally,Upgraded,522,B,5.9,5.0,5.1,7.2,,,291,280,2764,9.50,58,,T,Flat,4,F,AWD,,,,,,,eng,Asia,Japan,,,2,R,4,,,4.700,13.500,,155.4,124.9,315.5,1.16,1.14,8.800,12834,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1998 Subaru Impreza 22B STI Horizon Edition,,,1998,Subaru,Impreza 22B STI Horizon Edition,,,,,,,,,Retro Rally,Upgraded,760,A,5.8,8.2,7.5,7.1,8.1,,276,265,2800,10.14,58,2212,T,Flat,4,F,AWD,,A,,,,,eng,Asia,Japan,Impreza,,2,R,4,,"HH, EvI, TC",,,,,,,,,.000,12618,,,23-Sep-16,FH3,FH3,,,,,HE,,,,,,,,,1,XBO,0
FALSE,2004 SUBARU IMPREZA WRX STI,SUBARU WRX '04,364,2004,SUBARU,IMPREZA WRX STI,Buy Cars Base,,,,Common,,,"76,000",Early Sport Compact,Factory,490,C,3.3,2.2,2.2,3.3,,,278,290,3219,11.58,58,1994,T,Flat,4,F,AWD,225/45R17,225/45R17,Both,,"305, 375, 394I, 415, 565, 630",none,eng,Asia,Japan,SUBARU Impreza,,4,R,4,,"AWW, ?WW",4.919,12.600,13.300,161.6,135.2,347.5,0.91,0.92,7.681,11194,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,FH4,FM7,FH3,FM6,,FM5,,FM4,FM3,FM2,FM1,11,XBO,1
FALSE,1998 Subaru Tommy Kaira Impreza M20b,,,1998,Subaru,Tommy Kaira Impreza M20b,,,,,,,,,,Tuner,642,B,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,Asia,Japan,,,2,R,4,,,,,,,,,,,,11196,,,03-May-05,FM2,FM1,,,,,,,,,,,,FM2,FM1,2,360,0
FALSE,1996 Subaru SVX,Subaru SVX,,1996,Subaru,SVX,,,,,,,,,Sport Compact Icons,Factory,357,D,6.0,4.0,4.2,6.3,6.5,,230,228,3580,15.57,59,3318,NA,Flat,6,F,AWD,,225,,,"305, 355, 415","TT, PDS",stock,Asia,Japan,,,2,L,4,,RPC,7.300,18.200,15.400,158.5,137.6,330.4,1.03,1.00,10.900,12434,,,28-Jan-16,FM7,FM6,,,,FM7,FH3,DLC,,,,,,,,3,XBO,0
FALSE,1998 SUBARU Impreza 22B-STi Version,SUBARU 22B '98,363,1998,SUBARU,Impreza 22B-STi Version,Buy Cars Base,,,,Legendary,,,"86,000",Early Sport Compact,Factory,511,B,2.6,2.7,2.8,3.2,,,276,265,2800,10.14,58,2212,T,Flat,4,F,AWD,235/40R17,235/40R17,Both,,"305, 375, 394I, 415, 565",none,eng,Asia,Japan,SUBARU Impreza,,2,R,4,,"AWW, ?WW",4.700,13.517,13.500,152.9,133.8,344.1,0.93,0.94,8.817,11193,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,Barn,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,13,XBO,1
FALSE,1980 Subaru BRAT GL,Subaru BRAT,2140,1980,Subaru,BRAT GL,Seasonal,Series 18 cu,,,Common,,,"250,000",Vans & Utility,Factory,273,D,3.6,1.9,4.1,2.3,2.1,6.5,69,84,2061,29.87,63,1595,NA,Flat,4,F,AWD,,165,Both,Rally bumper,"278, 305, 330, 493(34k)","T, CS",stock,Asia,Japan,,,2,L,4,,RPC,14.800,71.088,18.617,100.3,181.3,453.9,0.76,0.76,56.288,12202,,16-Mar-23,06-Jan-15,FH5,FH2,,cu,,FM7,FH3,FM6,DLC,,,,,,,5,XBO,0
FALSE,1980 Subaru BRAT GL Forza Edition,Subaru BRAT FE,,1980,Subaru,BRAT GL Forza Edition,,,,,,,,,Sport Compact Icons,Upgraded,500,C,5.4,4.7,4.7,7.0,,,175,185,1830,10.46,58,,NA,Flat,4,F,AWD,,225,,,,,stock,Asia,Japan,,,2,L,4,,,14.800,71.000,,145.5,116.3,293.2,1.14,1.01,56.200,12835,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1980 Subaru BRAT GL Horizon Edition,,,1980,Subaru,BRAT GL Horizon Edition,,,,,,,,,Vans & Utility,Upgraded,522,C,3.5,5.5,6.8,4.3,4.6,,69,84,2061,29.87,63,1595,NA,Flat,4,F,AWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,,,,,,,,,.000,12616,,,23-Sep-16,FH3,FH3,,,,,HE,,,,,,,,,1,XBO,0
FALSE,1968 Subaru 360,,,1968,Subaru,360,,,,,,,,,Major Micros,Factory,100,E,3.0,3.6,3.7,3.0,,,25,25,1143,45.72,41,,NA,Flat,2,R,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,48.000,999.999,23.083,72.0,131,na,0.96,0.90,951.999,12866,,,16-Jan-18,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,1967 Sunbeam Tiger,Sunbeam Tiger,,1967,Sunbeam,Tiger,DLC free,,,,Rare,,,"65,000",Classic Sports Cars,Factory,500,D,5.8,4.5,4.5,5.6,7.1,,200,282,2560,12.80,51,4737,NA,V,8,F,RWD,,175,no,Forza,"510, 526, 602, 700","T, PDS",stock,Europe,U.K.,,Yes,2,L,4,,"SS, RPC",6.720,16.716,,134.9,194.7,496.9,0.71,0.71,9.996,12435,,,28-Jan-16,FH4,FM6,,,cu*,,cu,DLC,,,,,,,,3,XBO,0
FALSE,2011 Suzuki #1 Monster Sport SX4 Hill Climb Special,,,2011,Suzuki,#1 Monster Sport SX4 Hill Climb Special,,,,,,,,,Super,Race,878,R1,,,,,,,897,654,2520,2.81,,,,,6,M,AWD,,,,,,,,Asia,Japan,,,2,C,4,,,2.500,,,157.6,,,,,,11843,,,06-Dec-11,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,2011 Suzuki SX4 Sportback,,,2011,Suzuki,SX4 Sportback,,,,,,,,,Hatch,Factory,209,E,,,,,,,150,140,2734,18.23,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,5,L,4,,,9.600,,,122.2,,,,,,11817,,,14-Oct-11,FM4,FM4,,,,,,,,,,FM4,,,,1,360,0
FALSE,2002 Suzuki Liana GLX,,,2002,Suzuki,Liana GLX,,,,,,,,,Economy,Factory,136,F,,,,,,,104,106,2557,24.59,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,4,R,4,,,12.300,,,109.7,,,,,,11816,,,14-Oct-11,FM4,FM4,,,,,,,,,,FM4,,,,1,360,0
FALSE,1979 Talbot Sunbeam Lotus,Talbot Sunbeam,,1979,Talbot,Sunbeam Lotus,DLC free,,,,Common,,,"25,000",Classic Rally,Factory,469,D,5.3,4.7,4.6,5.4,6.9,,148,150,2116,14.30,57,2172,NA,Inline,4,F,RWD,,185,no,Wideboy/Rally lights,"321, 212, 300","T, PDS",stock,Europe,U.K.,,,3,R,4,,"BRG, RPC",7.417,20.417,,121.1,194.8,476.5,0.76,0.75,13.000,12635,,,01-Nov-16,FH4,FH3,,,cu*,,DLC,,,,,,,,,2,XBO,0
FALSE,2017 TAMO Racemo,TAMO Racemo,,2017,TAMO,Racemo,,,,,Legendary,,,"600,000",Modern Sports Cars,Factory,577,C,5.9,5.6,5.7,6.1,7.8,,188,155,2293,12.20,45,1199,T,Inline,3,M,RWD,,235,Both,Forza,300,none,eng,Asia,India,,,2,R,4,,,6.116,16.716,14.100,128.8,160.9,386.4,0.89,0.93,10.600,12673,,,07-Mar-17,FH4,FH3,,,FH4,FM7,cu,,,,,,,,,3,XBO,0
FALSE,2014 Terradyne Gurkha LAPV,Terradyne Gurkha,,2014,Terradyne,Gurkha LAPV,,,,,Legendary,,,"450,000",Offroad,Factory,223,D,5.0,5.3,5.1,3.5,4.1,,300,657,16499,55.00,43,6656,T,V,8,F,AWD,,335,no,none,"700V, 850",none,no,N. America,Canada,,,5,L,4,,"DvG, OR, HH",19.100,102.540,,100.6,201.4,457.2,0.81,0.76,83.440,12245,,,15-Jun-15,FH4,FH2,,,FH4,,cu,DLC,DLC,,,,,,,4,XBO,0
FALSE,2015 Tesla Model S P85D,Tesla Model S,,2015,Tesla,Model S P85D,,,,,,,,,Executive Heavyweights,Factory,,,5.0,4.4,4.5,8.5,,,691,687,4830,6.99,51,E,NA,E,E,M,AWD,,25,,,,,stock,N. America,U.S.,,,4LB,L,4,,,3.100,8.481,,162.9,123.0,316.8,1.05,1.04,5.381,12390,,,15-Sep-15,FM6,FM6,,,,,,FM6,,,,,,,,1,XBO,0
FALSE,2015 Tesla Model S P90D with Ludicrous Mode,Tesla Model S,,2015,Tesla,Model S P90D with Ludicrous Mode,,,,,,,,,Super Saloons,Factory,794,A,5.9,7.6,6.9,8.3,9.2,,532,713,4842,9.10,48,E,E,E,E,M,AWD,,A,,,,,E,N. America,U.S.,,,4LB,L,4,,Heavy,2.800,7.116,,164.5,137.8,352.0,0.92,0.94,4.316,12620,,,23-Sep-16,FH3,FH3,,,,,FH3,,,,,,,,,1,XBO,0
FALSE,2014 Tesla Model S,,,2014,Tesla,Model S,DLC store,,,,,,,,Super Saloons,Factory,746,A,5.3,7.7,6.6,7.8,7.9,,416,443,4749,11.42,,E,E,E,E,R,RWD,,,,,,,E,N. America,U.S.,,,4LB,L,4,,,4.000,9.500,,145.8,167.1,376.4,0.89,0.91,5.500,12178,,,30-Sep-14,FH2,FH2,,,,,,,DLC,,,,,,,1,XBO,0
FALSE,2011 Tesla Roadster Sport,,,2011,Tesla,Roadster Sport,,,,,,,,,Roadster,Factory,505,A,,,,,,,288,295,2723,9.45,,,,,E,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,4.000,,,143.5,,,,,,11729,,,13-Oct-11,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,2018 Top Gear Track-Tor,TG Track-tor,,2018,Top Gear,Track-Tor,Exclusive,,,,Legendary,,,"250,000",Extreme Offroad,Tuner,577,C,5.2,5.9,6.9,6.8,8.4,,500,430,5500,11.00,50,5735,NA,V,8,F,RWD,,495,no,none,850,"TT, PDS",stock,Europe,U.K.,,~,2,C,4,,HH,6.618,19.427,,116.1,181.7,432.8,0.91,0.90,12.809,13103,,,01-Jul-19,FH4,FH4,,,cu,,,,,,,,,,,1,XBO,0
FALSE,1990 SUBARU LEGACY RS,SUBARU LEGACY 90,1382,1990,SUBARU,LEGACY RS,Buy Cars Base,,,,Common,,,"48,000",Early Sport Compact,Factory,323,D,2.2,1.4,1.6,1.9,,,217,199,2987,13.76,57,1994,T,Flat,4,F,AWD,205/60R15,205/60R15,Both,,"305, 350, 375, 394I, 475",none,eng,Asia,Japan,,,4,R,4,,"RPC, HOM",6.700,20.018,13.500,145.2,150.7,382.5,0.84,0.85,13.318,11895,05-Oct-23,01-Sep-22,01-May-12,FM,FM4,FM,cu,FH4,FM7,FH3,FM6,DLC,,,DLC,,,,8,XBO,1
FALSE,2023 Toyota Camry TRD,Toyota Camry '23,3848,2023,Toyota,Camry TRD,Buy Cars Base,FM Update 17,,,,,,"54,000",Modern Sport Compact,Factory,412,C,4.2,1.9,2.0,2.6,,,301,267,3575,11.88,60,3500,NA,V,6,F,FWD,235/R19,235/R19,,"WB, Forza","250,375, 394, 460, 475, 565","TT, PDS",,Asia,Japan,,,4,L,4,,,5.600,13.883,14.200,169.7,109.8,289.4,1.07,1.01,8.283,,10-Feb-25,22-Aug-24,22-Aug-24,FM,FH5,S,cu,,,,,,,,,,,,2,XBO,1
FALSE,2022 Toyota GR86,Toyota GR86 '22,3761,2022,Toyota,GR86,Buy Cars Base,FM Update 17,Challenge Hub,,Epic,,,"52,000",Modern Sport Compact,Factory,404,C,2.6,2.2,2.3,2.8,4.8,5.3,228,184,2811,12.33,53,2390,NA,Flat,4,F,RWD,215/R17,215/R17,Both,Bodykit RB,"250, 276, 305, 394, 415, 475, 562, 565, 630","T, CS",stock,Asia,Japan,,,2,L,4,,,5.400,13.818,14.000,149.9,111.3,283.0,1.08,1.06,8.418,13378,10-Feb-25,03-Aug-23,03-Aug-23,FM,FH5,S,cu,,,,,,,,,,,,2,XBO,1
FALSE,2021 Toyota GR Yaris,,3629,2021,Toyota,GR Yaris,Reward,FM Update 17,Challenge Hub,,,,,,Modern Hot Hatch,Factory,,B,,,,,,,257,265,2888,11.24,59,1618,T,Inline,3,F,AWD,225/40R18,225/40R18,,,,,,Asia,Japan,,,3,R,4,,,,,,,,,,,,,05-Mar-25,04-Jul-24,04-Jul-24,FM,FH5,R,cu,,,,,,,,,,,,2,XBO,1
FALSE,2020 Toyota GR Supra,Toyota Supra '20,3402,2020,Toyota,GR Supra,Buy Cars Base,,FM Welcome Pack,,Rare,,,"90,000",Modern Sport Coupe,Factory,578,B,4.0,3.1,3.2,4.0,,,335,365,3397,10.14,51,2998,T,Inline,6,F,RWD,255/35R19,275/35R19,Both,Bodykit HKS,"375, 394I, 415, 603, 630, 690, 788",none,eng,Asia,Japan,Toyota Supra,,2,L,4,,,3.800,9.500,12.300,172.1,111.1,272.0,1.17,1.16,5.700,13256,05-Oct-23,05-Nov-21,05-Nov-21,FM,FH5,FM,FH5,,,,,,,,,,,,2,XBO,1
FALSE,2020 Toyota Tundra TRD Pro,Toyota Tundra,3419,2020,Toyota,Tundra TRD Pro,DLC Autoshow,FH5 Car Pass,Gift w/DLC,,Rare,,,"60,000",Pickups & 4x4s,Factory,562,C,5.4,3.2,3.6,4.0,3.1,9.0,381,401,5640,14.80,58,5663,NA,V,8,F,AWD,,275,no,Offroad,"415, 475d, 805, 552, 850","TT, PDS",stock,Asia,Japan,,,4,L,4,,,6.365,18.104,,144.3,147.7,366.1,0.82,0.81,11.739,13280,,10-Mar-22,10-Mar-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2019 Toyota 4Runner TRD Pro,Toyota 4Runner,3373,2019,Toyota,4Runner TRD Pro,Seasonal,Series 5 cu,,,Rare,,,"250,000",Pickups & 4x4s,Factory,531,C,5.1,3.2,3.7,3.3,2.3,8.9,270,278,4750,17.59,54,3956,NA,V,6,F,AWD,,265,no,Offroad,"415, 475d, 805, 552, 850","TT, PDS",stock,Asia,Japan,,,5,L,4,,,7.615,21.030,,139.2,147.3,369.4,0.82,0.81,13.415,13279,,10-Mar-22,10-Mar-22,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,2019 Toyota 86 TRD SE,Toyota 86 '19,3418,2019,Toyota,86 TRD SE,Buy Cars DLC,FM Car Pass,Gift w/DLC,,,,,"45,000",Modern Sport Compact,Factory,376,D,2.0,2.5,2.5,2.3,,,205,156,2837,13.84,53,2000,NA,Flat,4,F,RWD,215/R18,215/R18,,Bodykit RB,"276, 305, 394I, 415, 475, 562, 565, 630","T, CS",,Asia,Japan,Toyota 86,,2,L,4,,,6.300,16.400,14.317,139.7,111.1,282.3,1.11,1.09,10.100,,20-Mar-24,,20-Mar-24,FM,FM,DLC,,,,,,,,,,,,,1,XBO,1
FALSE,2019 Toyota Tacoma TRD Pro,Toyota Tacoma,3374,2019,Toyota,Tacoma TRD Pro,DLC Autoshow,FH5 Car Pass,Gift w/DLC,,Rare,,,"50,000",Pickups & 4x4s,Factory,518,C,4.9,3.1,3.6,3.2,2.5,8.8,278,265,4425,15.92,58,3456,NA,V,6,F,AWD,,265,no,Offroad,"415, 475d, 805, 552, 850","TT, PDS",stock,Asia,Japan,,,4,L,4,,,7.700,23.500,,133.4,147.9,377.8,0.84,0.83,15.800,13292,,12-May-22,12-May-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
